,ANNOTATION_ID,CVE_REF,TIME_SLOT_REF1,TIME_SLOT_REF2,LINGUISTIC_TYPE_REF,TIER_ID,PARENT_REF,annotation
5738,a34506,,ts25227,ts25232,default-lt,syll,,S a~
5739,a34507,,ts25233,ts25251,default-lt,syll,,m O ?
5740,a34508,,ts25252,ts25267,default-lt,syll,,? a ?
5741,a34509,,ts25268,ts25279,default-lt,syll,,#@
5742,a34510,,ts25280,ts25288,default-lt,syll,,f a 
5743,a34511,,ts25289,ts25301,default-lt,syll,,r e i
5744,a34512,,ts25302,ts25311,default-lt,syll,,k o~ n
5745,a34513,,ts25312,ts25322,default-lt,syll,,t_h i
5746,a34514,,ts25323,ts25333,default-lt,syll,,k o~
5747,a34515,,ts25334,ts25349,default-lt,syll,,n @
5748,a34516,,ts25350,ts25362,default-lt,syll,,? l a s
5749,a34517,,ts25363,ts25372,default-lt,syll,,t_f r u t
5750,a34518,,ts25373,ts25377,default-lt,syll,,t u 
5751,a34519,,ts25378,ts25389,default-lt,syll,,r a s
5752,a34520,,ts25390,ts25397,default-lt,syll,,t e s
5753,a34521,,ts25398,ts25407,default-lt,syll,,s a~
5754,a34522,,ts25426,ts25436,default-lt,syll,,d e l
5755,a34523,,ts25437,ts25451,default-lt,syll,,l @
5756,a34524,,ts25452,ts25466,default-lt,syll,,d e l
5757,a34525,,ts25467,ts25476,default-lt,syll,,s o f
5758,a34526,,ts25477,ts25483,default-lt,syll,,f i t
5759,a34527,,ts25484,ts25491,default-lt,syll,,t O
5760,a34528,,ts25501,ts25512,default-lt,syll,,m a
5761,a34529,,ts25513,ts25522,default-lt,syll,,? a l
5762,a34530,,ts25523,ts25531,default-lt,syll,,l @ s
5763,a34531,,ts25532,ts25540,default-lt,syll,,t_f e s
5764,a34532,,ts25541,ts25547,default-lt,syll,,s @
5765,a34533,,ts25548,ts25557,default-lt,syll,,t E~ m
5766,a34534,,ts25558,ts25570,default-lt,syll,,p o ?
5767,a34535,,ts25571,ts25577,default-lt,syll,,i~ M
5768,a34536,,ts25578,ts25586,default-lt,syll,,b E~ n
5769,a34537,,ts25587,ts25600,default-lt,syll,,t a~ n
5770,a34538,,ts25601,ts25609,default-lt,syll,,s i s
5771,a34539,,ts25610,ts25617,default-lt,syll,,t E
5772,a34540,,ts25618,ts25627,default-lt,syll,,m a~
5773,a34541,,ts25628,ts25637,default-lt,syll,,p_v e
5774,a34542,,ts25638,ts25652,default-lt,syll,,r i l_f
5775,a34543,,ts25653,ts25659,default-lt,syll,,k w a 
5776,a34544,,ts25660,ts25668,default-lt,syll,,l E
5777,a34545,,ts25687,ts25699,default-lt,syll,,n o i
5778,a34546,,ts25700,ts25708,default-lt,syll,,r j u S
5779,a34547,,ts25709,ts25713,default-lt,syll,,S a~
5780,a34548,,ts25714,ts25722,default-lt,syll,,m a~
5781,a34549,,ts25723,ts25730,default-lt,syll,,d a
5782,a34550,,ts25731,ts25737,default-lt,syll,,v e 
5783,a34551,,ts25738,ts25747,default-lt,syll,,r u~
5784,a34552,,ts25748,ts25756,default-lt,syll,,n a~
5785,a34553,,ts25757,ts25764,default-lt,syll,,v i 
5786,a34554,,ts25765,ts25771,default-lt,syll,,s j o~
5787,a34555,,ts25772,ts25780,default-lt,syll,,n E~
5788,a34556,,ts25781,ts25787,default-lt,syll,,d i 
5789,a34557,,ts25788,ts25795,default-lt,syll,,r E t 
5790,a34558,,ts25796,ts25801,default-lt,syll,,t a
5791,a34559,,ts25802,ts25810,default-lt,syll,,d i
5792,a34560,,ts25811,ts25816,default-lt,syll,,p a 
5793,a34561,,ts25817,ts25822,default-lt,syll,,r a
5794,a34562,,ts25823,ts25829,default-lt,syll,,d i
5795,a34563,,ts25830,ts25840,default-lt,syll,,s O
5796,a34564,,ts25856,ts25866,default-lt,syll,,k w i n~
5797,a34565,,ts25867,ts25878,default-lt,syll,,d i
5798,a34566,,ts25879,ts25887,default-lt,syll,,k w e s 
5799,a34567,,ts25888,ts25896,default-lt,syll,,t_f @
5800,a34568,,ts25897,ts25906,default-lt,syll,,s o f
5801,a34569,,ts25907,ts25914,default-lt,syll,,f i t
5802,a34570,,ts25915,ts25930,default-lt,syll,,t @ r
5803,a34571,,ts25931,ts25934,default-lt,syll,,r e
5804,a34572,,ts25935,ts25940,default-lt,syll,,a l_f t
5805,a34573,,ts25941,ts25948,default-lt,syll,,t a
5806,a34574,,ts25973,ts25984,default-lt,syll,,s e p
5807,a34575,,ts25985,ts25988,default-lt,syll,,p !o
5808,a34576,,ts25989,ts25995,default-lt,syll,,t_v_h !e
5809,a34577,,ts25996,ts26004,default-lt,syll,,D E
5810,a34578,,ts26005,ts26011,default-lt,syll,,v e 
5811,a34579,,ts26012,ts26020,default-lt,syll,,d e
5812,a34580,,ts26021,ts26027,default-lt,syll,,r e
5813,a34581,,ts26028,ts26038,default-lt,syll,,a~ p
5814,a34582,,ts26039,ts26044,default-lt,syll,,p u n
5815,a34583,,ts26045,ts26059,default-lt,syll,,t o L
5816,a34584,,ts26060,ts26070,default-lt,syll,,L i s
5817,a34585,,ts26071,ts26077,default-lt,syll,,k w a r_f
5818,a34586,,ts26078,ts26086,default-lt,syll,,tS i
5819,a34587,,ts26087,ts26097,default-lt,syll,,d j a d
5820,a34588,,ts26098,ts26103,default-lt,syll,,dz u r
5821,a34589,,ts26104,ts26109,default-lt,syll,,r O
5822,a34590,,ts26110,ts26119,default-lt,syll,,G e
5823,a34591,,ts26120,ts26129,default-lt,syll,,k o~ m
5824,a34592,,ts26130,ts26136,default-lt,syll,,p a
5825,a34593,,ts26137,ts26142,default-lt,syll,,L o~
5826,a34594,,ts26143,ts26150,default-lt,syll,,n O~
5827,a34595,,ts26151,ts26161,default-lt,syll,,d i k
5828,a34596,,ts26162,ts26167,default-lt,syll,,k w a
5829,a34597,,ts26168,ts26171,default-lt,syll,,e
5830,a34598,,ts26172,ts26180,default-lt,syll,,d i
5831,a34599,,ts26181,ts26192,default-lt,syll,,l a
5832,a34600,,ts26200,ts26220,default-lt,syll,,#@m
5833,a34601,,ts26221,ts26227,default-lt,syll,,l a
5834,a34602,,ts26228,ts26238,default-lt,syll,,p i t
5835,a34603,,ts26239,ts26243,default-lt,syll,,t_h u
5836,a34604,,ts26244,ts26253,default-lt,syll,,r a
5837,a34605,,ts26254,ts26262,default-lt,syll,,D i
5838,a34606,,ts26263,ts26271,default-lt,syll,,l a~ n
5839,a34607,,ts26272,ts26282,default-lt,syll,,f @ a~ N
5840,a34608,,ts26283,ts26295,default-lt,syll,,k !o
5841,a34609,,ts26296,ts26306,default-lt,syll,,D i
5842,a34610,,ts26307,ts26314,default-lt,syll,,f a t
5843,a34611,,ts26315,ts26320,default-lt,syll,,t o 
5844,a34612,,ts26321,ts26331,default-lt,syll,,f i n 
5845,a34613,,ts26332,ts26342,default-lt,syll,,dZ E
5846,a34614,,ts26343,ts26358,default-lt,syll,,k e u~ n
5847,a34615,,ts26359,ts26367,default-lt,syll,,s o f
5848,a34616,,ts26368,ts26375,default-lt,syll,,f i t
5849,a34617,,ts26376,ts26384,default-lt,syll,,t O
5850,a34618,,ts26385,ts26395,default-lt,syll,,n O~ n
5851,a34619,,ts26396,ts26400,default-lt,syll,,n @
5852,a34620,,ts26401,ts26409,default-lt,syll,,#@
5853,a34621,,ts26410,ts26431,default-lt,syll,,n @ n
5854,a34622,,ts26432,ts26442,default-lt,syll,,tS i
5855,a34623,,ts26443,ts26449,default-lt,syll,,s i
5856,a34624,,ts26450,ts26457,default-lt,syll,,a f
5857,a34625,,ts26458,ts26464,default-lt,syll,,f a t
5858,a34626,,ts26465,ts26471,default-lt,syll,,t O
5859,a34627,,ts26484,ts26496,default-lt,syll,,? e k
5860,a34628,,ts26497,ts26503,default-lt,syll,,k w i n 
5861,a34629,,ts26504,ts26513,default-lt,syll,,d i
5862,a34630,,ts26528,ts26538,default-lt,syll,,i m
5863,a34631,,ts26539,ts26544,default-lt,syll,,m a~ n
5864,a34632,,ts26545,ts26549,default-lt,syll,,j e
5865,a34633,,ts26550,ts26560,default-lt,syll,,r E l
5866,a34634,,ts26561,ts26565,default-lt,syll,,l u
5867,a34635,,ts26566,ts26572,default-lt,syll,,s j o
5868,a34636,,ts26573,ts26581,default-lt,syll,,n i s
5869,a34637,,ts26582,ts26588,default-lt,syll,,t_f i
5870,a34638,,ts26589,ts26596,default-lt,syll,,k_v a
5871,a34639,,ts26597,ts26606,default-lt,syll,,p o s
5872,a34640,,ts26607,ts26610,default-lt,syll,,s j a~
5873,a34641,,ts26611,ts26618,default-lt,syll,,m !O~
5874,a34642,,ts26619,ts26624,default-lt,syll,,d i
5875,a34643,,ts26625,ts26633,default-lt,syll,,r E t
5876,a34644,,ts26634,ts26639,default-lt,syll,,t a~
5877,a34645,,ts26640,ts26649,default-lt,syll,,m E~ n
5878,a34646,,ts26650,ts26658,default-lt,syll,,t !E
5879,a34647,,ts26659,ts26668,default-lt,syll,,g w a r d
5880,a34648,,ts26669,ts26672,default-lt,syll,,d !a
5881,a34649,,ts26673,ts26681,default-lt,syll,,r E
5882,a34650,,ts26690,ts26699,default-lt,syll,,k @ i s
5883,a34651,,ts26700,ts26709,default-lt,syll,,t_f @
5884,a34652,,ts26710,ts26719,default-lt,syll,,n E~ l
5885,a34653,,ts26720,ts26725,default-lt,syll,,l a
5886,a34654,,ts26726,ts26733,default-lt,syll,,s u 
5887,a34655,,ts26734,ts26746,default-lt,syll,,a
5888,a34656,,ts26747,ts26757,default-lt,syll,,g l O 
5889,a34657,,ts26758,ts26768,default-lt,syll,,r j a
5890,a34658,,ts26781,ts26789,default-lt,syll,,d a~ n
5891,a34659,,ts26790,ts26797,default-lt,syll,,dZ e
5892,a34660,,ts26798,ts26808,default-lt,syll,,l i
5893,a34661,,ts26826,ts26831,default-lt,syll,,u l_f
5894,a34662,,ts26832,ts26838,default-lt,syll,,t_h i~
5895,a34663,,ts26839,ts26853,default-lt,syll,,m a~ m
5896,a34664,,ts26862,ts26867,default-lt,syll,,k O
5897,a34665,,ts26868,ts26877,default-lt,syll,,z a
5898,a34666,,ts26878,ts26888,default-lt,syll,,k e
5899,a34667,,ts26889,ts26898,default-lt,syll,,v i
5900,a34668,,ts26899,ts26912,default-lt,syll,,v o rr E i
5901,a34669,,ts26913,ts26919,default-lt,syll,,p @
5902,a34670,,ts26920,ts26927,default-lt,syll,,s e n
5903,a34671,,ts26928,ts26934,default-lt,syll,,t a 
5904,a34672,,ts26935,ts26944,default-lt,syll,,r E
5905,a34673,,ts26957,ts26966,default-lt,syll,,? E
5906,a34674,,ts26967,ts26977,default-lt,syll,,? a~ N
5907,a34675,,ts26978,ts26987,default-lt,syll,,k_h E
5908,a34676,,ts26988,ts26997,default-lt,syll,,l a l_f
5909,a34677,,ts26998,ts27005,default-lt,syll,,t a
5910,a34678,,ts27006,ts27014,default-lt,syll,,r E
5911,a34679,,ts27025,ts27034,default-lt,syll,,s !e 
5912,a34680,,ts27035,ts27042,default-lt,syll,,k o~ n
5913,a34681,,ts27043,ts27049,default-lt,syll,,n o
5914,a34682,,ts27050,ts27058,default-lt,syll,,v o i
5915,a34683,,ts27059,ts27069,default-lt,syll,,d i
5916,a34684,,ts27070,ts27077,default-lt,syll,,k !e
5917,a34685,,ts27078,ts27084,default-lt,syll,,m a~
5918,a34686,,ts27085,ts27092,default-lt,syll,,d e
5919,a34687,,ts27093,ts27099,default-lt,syll,,r j a
5920,a34688,,ts27100,ts27110,default-lt,syll,,l E
5921,a34689,,ts27129,ts27139,default-lt,syll,,p @ !o
5922,a34690,,ts27140,ts27144,default-lt,syll,,!E
5923,a34691,,ts27145,ts27152,default-lt,syll,,r i
5924,a34692,,ts27153,ts27161,default-lt,syll,,B r @
5925,a34693,,ts27162,ts27167,default-lt,syll,,B a
5926,a34694,,ts27168,ts27174,default-lt,syll,,r a
5927,a34695,,ts27175,ts27184,default-lt,syll,,t o
5928,a34696,,ts27201,ts27207,default-lt,syll,,p e! r
5929,a34697,,ts27208,ts27221,default-lt,syll,,k e d
5930,a34698,,ts27222,ts27227,default-lt,syll,,d i f
5931,a34699,,ts27228,ts27231,default-lt,syll,,f i 
5932,a34700,,ts27232,ts27237,default-lt,syll,,S i
5933,a34701,,ts27238,ts27246,default-lt,syll,,l E
5934,a34702,,ts27247,ts27258,default-lt,syll,,G e u~
5935,a34703,,ts27259,ts27267,default-lt,syll,,n a~ l_f
5936,a34704,,ts27268,ts27275,default-lt,syll,,t a 
5937,a34705,,ts27276,ts27285,default-lt,syll,,r E
5938,a34706,,ts27286,ts27295,default-lt,syll,,n u~
5939,a34707,,ts27296,ts27305,default-lt,syll,,n a~ k
5940,a34708,,ts27306,ts27309,default-lt,syll,,k j e
5941,a34709,,ts27310,ts27318,default-lt,syll,,s_v a
5942,a34710,,ts27319,ts27325,default-lt,syll,,G o 
5943,a34711,,ts27326,ts27337,default-lt,syll,,z i r
5944,a34712,,ts27338,ts27345,default-lt,syll,,r i k
5945,a34713,,ts27346,ts27355,default-lt,syll,,k a
5946,a34714,,ts27356,ts27368,default-lt,syll,,p O i
5947,a34715,,ts27369,ts27376,default-lt,syll,,!e f
5948,a34716,,ts27377,ts27382,default-lt,syll,,f e t_h
5949,a34717,,ts27383,ts27386,default-lt,syll,,t_h i
5950,a34718,,ts27387,ts27392,default-lt,syll,,v a~
5951,a34719,,ts27393,ts27400,default-lt,syll,,m E~ n
5952,a34720,,ts27401,ts27412,default-lt,syll,,t E
5953,a34721,,ts27413,ts27420,default-lt,syll,,r i
5954,a34722,,ts27421,ts27429,default-lt,syll,,m a~ N
5955,a34723,,ts27430,ts27444,default-lt,syll,,g a
5956,a34724,,ts27462,ts27473,default-lt,syll,,d i
5957,a34725,,ts27474,ts27482,default-lt,syll,,l e J
5958,a34726,,ts27483,ts27492,default-lt,syll,,J O
5959,a34727,,ts27499,ts27511,default-lt,syll,,k_h w i a b
5960,a34728,,ts27512,ts27517,default-lt,syll,,b j a~
5961,a34729,,ts27518,ts27532,default-lt,syll,,m O~
5962,a34730,,ts27533,ts27546,default-lt,syll,,v @
5963,a34731,,ts27547,ts27556,default-lt,syll,,l @
5964,a34732,,ts27557,ts27564,default-lt,syll,,r a~ k
5965,a34733,,ts27565,ts27570,default-lt,syll,,k o~ n
5966,a34734,,ts27571,ts27576,default-lt,syll,,t a
5967,a34735,,ts27577,ts27597,default-lt,syll,,t @ n
5968,a34736,,ts27598,ts27603,default-lt,syll,,ts o
5969,a34737,,ts27604,ts27616,default-lt,syll,,m @
5970,a34738,,ts27617,ts27626,default-lt,syll,,n a~
5971,a34739,,ts27627,ts27634,default-lt,syll,,p_v r o
5972,a34740,,ts27635,ts27640,default-lt,syll,,v i
5973,a34741,,ts27641,ts27647,default-lt,syll,,s j !o
5974,a34742,,ts27648,ts27657,default-lt,syll,,n !E
5975,a34743,,ts27658,ts27668,default-lt,syll,,d i
5976,a34744,,ts27669,ts27677,default-lt,syll,,m !a 4
5977,a34745,,ts27678,ts27686,default-lt,syll,,m i
5978,a34746,,ts27687,ts27698,default-lt,syll,,p r e dZ
5979,a34747,,ts27699,ts27704,default-lt,syll,,dZ a
5980,a34748,,ts27705,ts27715,default-lt,syll,,t i
5981,a34749,,ts27716,ts27722,default-lt,syll,,p_v_h j e
5982,a34750,,ts27723,ts27733,default-lt,syll,,t_v r e
5983,a34751,,ts27734,ts27741,default-lt,syll,,d u 
5984,a34752,,ts27742,ts27751,default-lt,syll,,r E
5985,a34753,,ts27752,ts27757,default-lt,syll,,l a 
5986,a34754,,ts27758,ts27765,default-lt,syll,,p !i z
5987,a34755,,ts27766,ts27774,default-lt,syll,,l a t
5988,a34756,,ts27775,ts27779,default-lt,syll,,ts u
5989,a34757,,ts27780,ts27790,default-lt,syll,,l e
5990,a34758,,ts27791,ts27796,default-lt,syll,,k !o
5991,a34759,,ts27797,ts27807,default-lt,syll,,z i v
5992,a34760,,ts27808,ts27813,default-lt,syll,,v i
5993,a34761,,ts27814,ts27819,default-lt,syll,,a
5994,a34762,,ts27820,ts27836,default-lt,syll,,k_v e ?
5995,a34763,,ts27837,ts27849,default-lt,syll,,? E s
5996,a34764,,ts27850,ts27859,default-lt,syll,,s t_f r a~
5997,a34765,,ts27860,ts27869,default-lt,syll,,n O~
5998,a34766,,ts27870,ts27887,default-lt,syll,,k e p
5999,a34767,,ts27888,ts27901,default-lt,syll,,p O i f
6000,a34768,,ts27902,ts27907,default-lt,syll,,f e t
6001,a34769,,ts27908,ts27911,default-lt,syll,,t_h i 
6002,a34770,,ts27912,ts27917,default-lt,syll,,v a~
6003,a34771,,ts27918,ts27925,default-lt,syll,,m E~ n
6004,a34772,,ts27926,ts27934,default-lt,syll,,t E
6005,a34773,,ts27953,ts27966,default-lt,syll,,l a l_f t
6006,a34774,,ts27967,ts27970,default-lt,syll,,t a 
6007,a34775,,ts27971,ts27982,default-lt,syll,,r E ?
6008,a34776,,ts27989,ts27994,default-lt,syll,,r i
6009,a34777,,ts27995,ts28003,default-lt,syll,,m a~ N
6010,a34778,,ts28004,ts28011,default-lt,syll,,g_0 a
6011,a34779,,ts28012,ts28024,default-lt,syll,,d j u m
6012,a34780,,ts28025,ts28028,default-lt,syll,,m !a~
6013,a34781,,ts28029,ts28034,default-lt,syll,,t_v e
6014,a34782,,ts28035,ts28040,default-lt,syll,,r j a
6015,a34783,,ts28041,ts28048,default-lt,syll,,l E
6016,a34784,,ts28049,ts28054,default-lt,syll,,k !o
6017,a34785,,ts28055,ts28065,default-lt,syll,,s i p
6018,a34786,,ts28066,ts28070,default-lt,syll,,p O
6019,a34787,,ts28071,ts28087,default-lt,syll,,k O
6020,a34788,,ts28088,ts28098,default-lt,syll,,n O b 
6021,a34789,,ts28099,ts28104,default-lt,syll,,b i
6022,a34790,,ts28105,ts28114,default-lt,syll,,l E
6023,a34791,,ts28127,ts28138,default-lt,syll,,? i
6024,a34792,,ts28139,ts28146,default-lt,syll,,n e f
6025,a34793,,ts28147,ts28152,default-lt,syll,,f E t 
6026,a34794,,ts28153,ts28159,default-lt,syll,,t i
6027,a34795,,ts28160,ts28172,default-lt,syll,,G w e s
6028,a34796,,ts28173,ts28182,default-lt,syll,,t_f a
6029,a34797,,ts28183,ts28191,default-lt,syll,,v O l_f
6030,a34798,,ts28192,ts28200,default-lt,syll,,t a 
6031,a34799,,ts28201,ts28210,default-lt,syll,,G w e s
6032,a34800,,ts28211,ts28226,default-lt,syll,,t_f E l_f
6033,a34801,,ts28227,ts28235,default-lt,syll,,k a 
6034,a34802,,ts28236,ts28246,default-lt,syll,,s_v O
6035,a34803,,ts28254,ts28270,default-lt,syll,,e f
6036,a34804,,ts28271,ts28280,default-lt,syll,,f u d
6037,a34805,,ts28281,ts28286,default-lt,syll,,d i 
6038,a34806,,ts28287,ts28296,default-lt,syll,,s e J
6039,a34807,,ts28297,ts28302,default-lt,syll,,J a
6040,a34808,,ts28303,ts28312,default-lt,syll,,t O
6041,a34809,,ts28313,ts28324,default-lt,syll,,d a ?
6042,a34810,,ts28330,ts28334,default-lt,syll,,s o
6043,a34811,,ts28335,ts28340,default-lt,syll,,l i
6044,a34812,,ts28341,ts28347,default-lt,syll,,m E~
6045,a34813,,ts28348,ts28357,default-lt,syll,,n a~
6046,a34814,,ts28358,ts28373,default-lt,syll,,G w i n
6047,a34815,,ts28374,ts28382,default-lt,syll,,d i
6048,a34816,,ts28383,ts28395,default-lt,syll,,g r a~ n 
6049,a34817,,ts28396,ts28407,default-lt,syll,, d E
6050,a34818,,ts28423,ts28432,default-lt,syll,,? a r_f
6051,a34819,,ts28433,ts28438,default-lt,syll,,k_h i
6052,a34820,,ts28439,ts28447,default-lt,syll,,t e t
6053,a34821,,ts28448,ts28459,default-lt,syll,,t O ?
6054,a34822,,ts28460,ts28470,default-lt,syll,,e p
6055,a34823,,ts28471,ts28478,default-lt,syll,,p i 
6056,a34824,,ts28479,ts28484,default-lt,syll,,t o
6057,a34825,,ts28485,ts28497,default-lt,syll,,r E ?
6058,a34826,,ts28498,ts28510,default-lt,syll,,? a k
6059,a34827,,ts28511,ts28514,default-lt,syll,,k_h a
6060,a34828,,ts28515,ts28522,default-lt,syll,,v a l
6061,a34829,,ts28523,ts28528,default-lt,syll,,l !o
6062,a34830,,ts28529,ts28538,default-lt,syll,,t r a
6063,a34831,,ts28539,ts28544,default-lt,syll,,s e 
6064,a34832,,ts28545,ts28552,default-lt,syll,,S E n
6065,a34833,,ts28553,ts28563,default-lt,syll,,t O ?
6066,a34834,,ts28564,ts28575,default-lt,syll,,? e s
6067,a34835,,ts28576,ts28583,default-lt,syll,,s e t
6068,a34836,,ts28584,ts28588,default-lt,syll,,t e
6069,a34837,,ts28589,ts28597,default-lt,syll,,S E n
6070,a34838,,ts28598,ts28607,default-lt,syll,,t O
6071,a34839,,ts28620,ts28629,default-lt,syll,,? e ?
6072,a34840,,ts28630,ts28643,default-lt,syll,,? a~ N
6073,a34841,,ts28644,ts28654,default-lt,syll,,k_h !E L
6074,a34842,,ts28655,ts28664,default-lt,syll,,L a~ n
6075,a34843,,ts28665,ts28672,default-lt,syll,,dZ e
6076,a34844,,ts28673,ts28682,default-lt,syll,,l i
6077,a34845,,ts28706,ts28720,default-lt,syll,,k_h e v
6078,a34846,,ts28721,ts28725,default-lt,syll,,v e 
6079,a34847,,ts28726,ts28733,default-lt,syll,,d e
6080,a34848,,ts28734,ts28749,default-lt,syll,,t_v E
6081,a34849,,ts28761,ts28772,default-lt,syll,,? a i
6082,a34850,,ts28773,ts28779,default-lt,syll,,l a 
6083,a34851,,ts28780,ts28789,default-lt,syll,,t i
6084,a34852,,ts28790,ts28799,default-lt,syll,,d e L
6085,a34853,,ts28800,ts28807,default-lt,syll,,L !a l
6086,a34854,,ts28808,ts28814,default-lt,syll,,t a 
6087,a34855,,ts28815,ts28827,default-lt,syll,,r i 
6088,a34856,,ts28828,ts28840,default-lt,syll,,? a~ N
6089,a34857,,ts28841,ts28848,default-lt,syll,,k e
6090,a34858,,ts28849,ts28858,default-lt,syll,,k_f w !a
6091,a34859,,ts28862,ts28870,default-lt,syll,,a~ N
6092,a34860,,ts28871,ts28879,default-lt,syll,,k_h e
6093,a34861,,ts28880,ts28893,default-lt,syll,,G w e s
6094,a34862,,ts28894,ts28902,default-lt,syll,,t_f !o
6095,a34863,,ts28903,ts28915,default-lt,syll,,s a i
6096,a34864,,ts28916,ts28925,default-lt,syll,,d i
6097,a34865,,ts28926,ts28935,default-lt,syll,,k e k
6098,a34866,,ts28936,ts28939,default-lt,syll,,k O
6099,a34867,,ts28940,ts28948,default-lt,syll,,s a
6100,a34868,,ts28949,ts28954,default-lt,syll,,s o~
6101,a34869,,ts28955,ts28963,default-lt,syll,,n O~
6102,a34870,,ts28977,ts28987,default-lt,syll,,n O
6103,a34871,,ts28988,ts29003,default-lt,syll,,? a l
6104,a34872,,ts29004,ts29007,default-lt,syll,,l o
6105,a34873,,ts29008,ts29018,default-lt,syll,,r a
6106,a34874,,ts29019,ts29031,default-lt,syll,,G w e s
6107,a34875,,ts29032,ts29045,default-lt,syll,,s a ?
6108,a34876,,ts29046,ts29054,default-lt,syll,,s e m 
6109,a34877,,ts29055,ts29065,default-lt,syll,,b @
6110,a34878,,ts29066,ts29074,default-lt,syll,,f i n
6111,a34879,,ts29075,ts29090,default-lt,syll,,dZ e l
6112,a34880,,ts29091,ts29098,default-lt,syll,,m e 
6113,a34881,,ts29099,ts29107,default-lt,syll,,t a l
6114,a34882,,ts29108,ts29114,default-lt,syll,,l O
6115,a34883,,ts29115,ts29131,default-lt,syll,,f !in
6116,a34884,,ts29132,ts29143,default-lt,syll,,dZ E
6117,a34885,,ts29144,ts29157,default-lt,syll,,l a r dZ 
6118,a34886,,ts29158,ts29165,default-lt,syll,,dZ E n
6119,a34887,,ts29166,ts29176,default-lt,syll,,t O
6120,a34888,,ts29187,ts29196,default-lt,syll,,m a~
6121,a34889,,ts29197,ts29203,default-lt,syll,,E~ k
6122,a34890,,ts29204,ts29210,default-lt,syll,,k a r
6123,a34891,,ts29211,ts29217,default-lt,syll,,t a 
6124,a34892,,ts29218,ts29225,default-lt,syll,,p e s
6125,a34893,,ts29226,ts29233,default-lt,syll,,t a
6126,a34894,,ts29246,ts29256,default-lt,syll,,k_f w i n
6127,a34895,,ts29257,ts29265,default-lt,syll,,n j a~ N
6128,a34896,,ts29266,ts29278,default-lt,syll,,k_h e~ n
6129,a34897,,ts29279,ts29287,default-lt,syll,,G w e s
6130,a34898,,ts29288,ts29293,default-lt,syll,,s O
6131,a34899,,ts29294,ts29300,default-lt,syll,,k a 
6132,a34900,,ts29301,ts29310,default-lt,syll,,s O
6133,a34901,,ts29317,ts29326,default-lt,syll,,u m
6134,a34902,,ts29327,ts29328,default-lt,syll,,m a~
6135,a34903,,ts29329,ts29334,default-lt,syll,,t_v_f e
6136,a34904,,ts29335,ts29340,default-lt,syll,,r j a
6137,a34905,,ts29341,ts29348,default-lt,syll,,l E
6138,a34906,,ts29349,ts29354,default-lt,syll,,p O 
6139,a34907,,ts29355,ts29360,default-lt,syll,,v E 
6140,a34908,,ts29361,ts29368,default-lt,syll,,r !O~
6141,a34909,,ts29377,ts29389,default-lt,syll,,l a r _f
6142,a34910,,ts29390,ts29399,default-lt,syll,,t i s
6143,a34911,,ts29400,ts29409,default-lt,syll,,t a 
6144,a34912,,ts29410,ts29422,default-lt,syll,,G e
6145,a34913,,ts29423,ts29432,default-lt,syll,,l i
6146,a34914,,ts29433,ts29440,default-lt,syll,,4 e 
6147,a34915,,ts29441,ts29442,default-lt,syll,,!a
6148,a34916,,ts29443,ts29451,default-lt,syll,,l i d
6149,a34917,,ts29452,ts29462,default-lt,syll,,dz O
6150,a34918,,ts29463,ts29474,default-lt,syll,,? E d
6151,a34919,,ts29475,ts29479,default-lt,syll,,dZ u
6152,a34920,,ts29480,ts29487,default-lt,syll,,s E p
6153,a34921,,ts29488,ts29493,default-lt,syll,,p !e
6154,a34922,,ts29494,ts29501,default-lt,syll,,s a~ m
6155,a34923,,ts29502,ts29509,default-lt,syll,,m !a r t
6156,a34924,,ts29510,ts29514,default-lt,syll,,t i
6157,a34925,,ts29515,ts29523,default-lt,syll,,n O~
6158,a34926,,ts29535,ts29546,default-lt,syll,,n @ n
6159,a34927,,ts29547,ts29558,default-lt,syll,,ts O
6160,a34928,,ts29559,ts29569,default-lt,syll,,s e
6161,a34929,,ts29570,ts29576,default-lt,syll,,k !o~
6162,a34930,,ts29577,ts29585,default-lt,syll,,n @ S
6163,a34931,,ts29586,ts29591,default-lt,syll,,S e
6164,a34932,,ts29592,ts29607,default-lt,syll,,t e l
6165,a34933,,ts29608,ts29614,default-lt,syll,,n O~
6166,a34934,,ts29615,ts29638,default-lt,syll,,m E k
6167,a34935,,ts29639,ts29644,default-lt,syll,,k o
6168,a34936,,ts29645,ts29650,default-lt,syll,,l u
6169,a34937,,ts29651,ts29657,default-lt,syll,,i
6170,a34938,,ts29666,ts29673,default-lt,syll,,p a s
6171,a34939,,ts29674,ts29681,default-lt,syll,,s a
6172,a34940,,ts29682,ts29693,default-lt,syll,,p e r
6173,a34941,,ts29694,ts29700,default-lt,syll,,p e r
6174,a34942,,ts29701,ts29714,default-lt,syll,,r i p
6175,a34943,,ts29715,ts29723,default-lt,syll,,p j u
6176,a34944,,ts29741,ts29749,default-lt,syll,,k o
6177,a34945,,ts29750,ts29756,default-lt,syll,,l u
6178,a34946,,ts29757,ts29761,default-lt,syll,,i
6179,a34947,,ts29762,ts29771,default-lt,syll,,k_h e
6180,a34948,,ts29772,ts29776,default-lt,syll,,a
6181,a34949,,ts29777,ts29782,default-lt,syll,,4 !a
6182,a34950,,ts29783,ts29791,default-lt,syll,,l i d
