Nr	ORT	Begin Time	End Time	Duration	
1795	Velato	676567	677000	433	
1796	nella	677000	677230	230	
1797	cappella<aa>	677230	678000	770	
1798	<inspiration>	678000	678288	288	
1799	nella	678288	678470	182	
1800	Cappella	678470	678836	366	
1801	Sansevero	678836	679430	594	
1802	<sp>	679430	679520	90	
1803	però	679520	679690	170	
1804	in	679690	679770	80	
1805	realtà	679770	680125	355	
1806	anche	680125	680396	271	
1807	qui	680396	680737	341	
1808	<inspiration>	680737	681020	283	
1809	<ehm>	681020	681240	220	
1810	in	681240	681368	128	
1811	chiesa	681368	681880	512	
1812	<tongue-click>	681880	682119	239	
1813	e<ee>	682119	682577	458	
1814	in	682577	682670	93	
1815	Certosa	682670	683098	428	
1816	abbiamo	683098	683470	372	
1817	varie	683470	683810	340	
1818	sue<ee>	683810	684440	630	
1819	<inspiration>	684440	684760	320	
1820	sue	684760	685030	270	
1821	opere	685030	685440	410	
1822	<inspiration>	685440	685730	290	
1823	tra	685730	685949	219	
1824	un attimo	685949	686722	773	
1825	<sp>	686722	686992	270	
1826	<ehm>	686992	687420	428	
1827	ci	687420	687582	162	
1828	sposteremo	687582	688600	1018	
1829	<sp>	688600	688929	329	
1830	alle	688929	689150	221	
1831	spalle	689150	689960	810	
1832	dell'altare	689960	690754	794	
1833	per	690754	690910	156	
1834	visitare	690910	691576	666	
1835	<sp>	691576	691659	83	
1836	il	691659	691777	118	
1837	coro	691777	692170	393	
