,ANNOTATION_ID,Begin Time,End Time,Nr,ORT
1259,a31452,466978.0,467551.0,1227,pavimento
1260,a31453,467551.0,467599.0,1228,è
1261,a31454,467599.0,467960.0,1229,molto
1262,a31455,467960.0,468670.0,1230,delicato
1263,a31456,468670.0,468700.0,1231,e
1264,a31457,468700.0,469257.0,1232,quindi
1265,a31458,469257.0,469392.0,1233,la
1266,a31459,469392.0,470100.0,1234,Soprintendenza /
1267,a31460,470100.0,470415.0,1235,insomma
1268,a31461,470415.0,470666.0,1236,si
1269,a31462,470666.0,470750.0,1237,è
1270,a31463,470750.0,471420.0,1238,scelto
1271,a31464,471420.0,471630.0,1239,per
1272,a31465,471630.0,472180.0,1240,un
1273,,,,1240,<nn>
1274,a31466,472180.0,472990.0,1241,<lp>
1275,a31467,472990.0,473210.0,1242,per
1276,a31468,473210.0,473310.0,1243,un/
1277,a31469,473310.0,473480.0,1244,per
1278,a31470,473480.0,473860.0,1245,ora
1279,a31471,473860.0,474323.0,1246,insomma
1280,a31472,474323.0,474730.0,1247,<inspiration>
1281,a31473,474730.0,475133.0,1248,di
1282,a31474,475133.0,475637.0,1249,<eeh>
1283,a31475,475637.0,476164.0,1250,proibire
1284,a31476,476164.0,476208.0,1251,il
1285,a31477,476208.0,476955.0,1252,passaggio
1286,a31478,476955.0,477051.0,1253,dei
1287,a31479,477051.0,477569.0,1254,visitatori
1288,a31480,477569.0,477860.0,1255,quindi
1289,a31481,477860.0,478090.0,1256,<inspiration>
1290,a31482,478090.0,478160.0,1257,vi
1291,a31483,478160.0,478478.0,1258,potete
1292,a31484,478478.0,479286.0,1259,avvicinare
1293,a31485,479286.0,479628.0,1260,<inspiration>
1294,a31486,479628.0,479962.0,1261,così
1295,a31487,479962.0,480263.0,1262,vedete
1296,a31488,480263.0,480778.0,1263,meglio
1297,a31489,480778.0,481160.0,1264,però
1298,a31490,481160.0,481431.0,1265,<sp>
1299,a31491,481431.0,481956.0,1266,purtroppo
1300,a31492,481956.0,482110.0,1267,non
1301,a31493,482110.0,482950.0,1268,possiamo
1302,a31494,482950.0,483130.0,1269,non
1303,a31495,483130.0,483580.0,1270,possiamo
1304,a31496,483580.0,484090.0,1271,entrare
1305,a31497,484090.0,484695.0,1272,<inspiration>
1306,a31498,484695.0,485230.0,1273,<lp>
1307,a31499,485230.0,485728.0,1274,pur
1308,a31500,485728.0,486230.0,1275,<breath>
1309,a31501,486230.0,486582.0,1276,non
1310,a31502,486582.0,487020.0,1277,<ehm>
1311,a31503,487020.0,487432.0,1278,avendo
1312,a31504,487432.0,488240.0,1279,accesso
1313,a31505,488240.0,488476.0,1280,alla
1314,a31506,488476.0,489130.0,1281,chiesa
1315,a31507,489130.0,489560.0,1282,<inspiration>
1316,a31508,489560.0,490879.0,1283,<ehm>
1317,a31509,490879.0,491033.0,1284,<sp>
1318,a31510,491033.0,491386.0,1285,penso
1319,a31511,491386.0,491489.0,1286,che
1320,a31512,491489.0,491661.0,1287,vi
1321,a31513,491661.0,492210.0,1288,rendiate
1322,a31514,492210.0,492970.0,1289,conto
1323,a31515,492970.0,494139.0,1290,dell'enorme
1324,a31516,494139.0,494560.0,1291,<eeh>
1325,a31517,494560.0,495310.0,1292,quantità
1326,a31518,495310.0,495831.0,1293,<inspiration>
1327,a31519,495831.0,496138.0,1294,di
1328,a31520,496138.0,496650.0,1295,splendide
1329,a31521,496650.0,496930.0,1296,opere
1330,a31522,496930.0,497280.0,1297,d'arte
1331,a31523,497280.0,497374.0,1298,che
1332,a31524,497374.0,497460.0,1299,vi
1333,a31525,497460.0,497670.0,1300,sono
1334,a31526,497670.0,498080.0,1301,conse+
1335,a31527,498080.0,498810.0,1302,conservate
1336,a31528,498810.0,499580.0,1303,all'interno
1337,a31529,499580.0,499760.0,1304,<inspiration>
1338,a31530,499760.0,500298.0,1305,<lp>
1339,a31531,500298.0,501046.0,1306,<eeh>
1340,a31532,501046.0,501282.0,1307,<sp>
1341,a31533,501282.0,501915.0,1308,<unclear>
1342,a31534,501915.0,502520.0,1309,una/
1343,,,,1309,<aa>
1344,,,,1309,/
1345,a31535,502520.0,502630.0,1310,un
1346,a31536,502630.0,503159.0,1311,personaggio
1347,a31537,503159.0,503245.0,1312,di
1348,a31538,503245.0,503341.0,1313,cui
1349,a31539,503341.0,503800.0,1314,parleremo
1350,a31540,503800.0,504170.0,1315,molto
1351,a31541,504170.0,504500.0,1316,durante
1352,a31542,504500.0,504600.0,1317,la
1353,a31543,504600.0,504960.0,1318,visita
1354,a31544,504960.0,505280.0,1319,che
1355,a31545,505280.0,505770.0,1320,<inspiration>
1356,a31546,505770.0,506360.0,1321,interviene
1357,a31547,506360.0,507040.0,1322,tantissimo
1358,a31548,507040.0,507140.0,1323,in
1359,a31549,507140.0,507530.0,1324,chiesa
1360,a31550,507530.0,507690.0,1325,ma
1361,a31551,507690.0,507851.0,1326,anche
1362,a31552,507851.0,507940.0,1327,in
1363,a31553,507940.0,508258.0,1328,altri
1364,a31554,508258.0,508540.0,1329,luoghi
1365,a31555,508540.0,508750.0,1330,della
1366,a31556,508750.0,509135.0,1331,Certosa
1367,a31557,509135.0,509165.0,1332,è
1368,a31558,509165.0,509547.0,1333,Cosimo
1369,a31559,509547.0,510140.0,1334,Fanzago
1370,a31560,510140.0,510851.0,1335,<lp>
1371,a31561,510851.0,510940.0,1336,<tongue-click>
1372,a31562,510940.0,511050.0,1337,è
1373,a31563,511050.0,511540.0,1338,lui
1374,a31564,511540.0,511970.0,1339,che
1375,a31565,511970.0,512510.0,1340,<inspiration>
1376,a31566,512510.0,512650.0,1341,in
1377,a31567,512650.0,512955.0,1342,qualche
1378,a31568,512955.0,513220.0,1343,modo
1379,a31569,513220.0,513541.0,1344,diciamo
1380,a31570,513541.0,513790.0,1345,così
1381,a31571,513790.0,514380.0,1346,permettetemi
1382,a31572,514380.0,514480.0,1347,il
1383,a31573,514480.0,514910.0,1348,termine
1384,a31574,514910.0,515070.0,1349,si
1385,a31575,515070.0,515648.0,1350,inventa
1386,a31576,515648.0,515774.0,1351,<breath>
1387,a31577,515774.0,516063.0,1352,<sp>
1388,a31578,516063.0,516164.0,1353,<tongue-click>
1389,a31579,516164.0,517262.0,1354,questa
1390,,,,1354,<aa>
1391,a31580,517262.0,517590.0,1355,<breath>
1392,a31581,517590.0,518390.0,1356,decorazione
1393,a31582,518390.0,518520.0,1357,in
1394,a31583,518520.0,519069.0,1358,marmi
1395,,,,1358,<ii>
1396,a31584,519069.0,519730.0,1359,commessi
1397,a31585,519730.0,519994.0,1360,questi
1398,a31586,519994.0,520420.0,1361,marmi
1399,a31587,520420.0,521050.0,1362,pregiati
1400,a31588,521050.0,521140.0,1363,di
1401,a31589,521140.0,521743.0,1364,diverso
1402,a31590,521743.0,522124.0,1365,<inspiration>
1403,a31591,522124.0,522771.0,1366,colore
1404,a31592,522771.0,523026.0,1367,<inspiration>
1405,a31593,523026.0,524177.0,1368,<ehm>
1406,a31594,524177.0,524804.0,1369,diciamo
1407,a31595,524804.0,525016.0,1370,<inspiration>
1408,a31596,525016.0,525906.0,1371,<ehm>
1409,a31597,525906.0,526229.0,1372,messi
1410,a31598,526229.0,526305.0,1373,in
1411,a31599,526305.0,526660.0,1374,opera
1412,a31600,526660.0,526760.0,1375,tra
1413,a31601,526760.0,527160.0,1376,loro
1414,a31602,527160.0,527577.0,1377,quasi
1415,a31603,527577.0,527970.0,1378,ancora
1416,a31604,527970.0,528070.0,1379,una
1417,a31605,528070.0,528330.0,1380,volta
1418,a31606,528330.0,528970.0,1381,permettetemi
1419,a31607,528970.0,529211.0,1382,il
1420,a31608,529211.0,529601.0,1383,termine
1421,a31609,529601.0,529740.0,1384,come
1422,a31610,529740.0,529840.0,1385,una
1423,a31611,529840.0,530290.0,1386,sorta
1424,a31612,530290.0,530583.0,1387,<inspiration>
1425,a31613,530583.0,530916.0,1388,<eeh>
1426,a31614,530916.0,531051.0,1389,di
1427,a31615,531051.0,531645.0,1390,puzzle
1428,a31616,531645.0,531889.0,1391,<sp>
1429,a31617,531889.0,531998.0,1392,in
1430,a31618,531998.0,532533.0,1393,realtà
1431,a31619,532533.0,532740.0,1394,<inspiration>
1432,a31620,532740.0,532869.0,1395,i+
1433,a31621,532869.0,533372.0,1396,*proprio/
1434,a31622,533372.0,533539.0,1397,nel
1435,a31623,533539.0,534200.0,1398,particolare
1436,a31624,534200.0,534290.0,1399,il
1437,a31625,534290.0,534835.0,1400,pavimento
1438,a31626,534835.0,534923.0,1401,che
1439,a31627,534923.0,535300.0,1402,vedete
1440,a31628,535300.0,535408.0,1403,è
1441,a31629,535408.0,535559.0,1404,più
1442,a31630,535559.0,536150.0,1405,tardo
1443,a31631,536150.0,536445.0,1406,cioè
1444,a31632,536445.0,536784.0,1407,<eeh>
1445,a31633,536784.0,537185.0,1408,dopo
1446,a31634,537185.0,537554.0,1409,che
1447,a31635,537554.0,538069.0,1410,<eeh>
1448,a31636,538069.0,539080.0,1411,Fanzago
1449,a31637,539080.0,540014.0,1412,<lp>
1450,a31638,540014.0,540350.0,1413,<tongue-click>
1451,a31639,540350.0,541118.0,1414,lavora
1452,a31640,541118.0,541430.0,1415,<inspiration>
1453,a31641,541430.0,541631.0,1416,per
1454,a31642,541631.0,542490.0,1417,trent'anni
1455,a31643,542490.0,542640.0,1418,<sp>
1456,a31644,542640.0,542770.0,1419,in
1457,a31645,542770.0,543236.0,1420,realtà
1458,a31646,543236.0,543700.0,1421,qui
1459,a31647,543700.0,544167.0,1422,<eeh>
1460,a31648,544167.0,544340.0,1423,in
1461,a31649,544340.0,544955.0,1424,certosa
1462,a31650,544955.0,545131.0,1425,la
1463,a31651,545131.0,545277.0,1426,sua
1464,a31652,545277.0,545611.0,1427,opera
1465,a31653,545611.0,545899.0,1428,viene
1466,a31654,545899.0,546113.0,1429,con+
1467,a31655,546113.0,546350.0,1430,<ehm>m
1468,a31656,546350.0,546910.0,1431,continuata
1469,a31657,546910.0,546970.0,1432,in
1470,a31658,546970.0,547258.0,1433,questo
1471,a31659,547258.0,547489.0,1434,caso
1472,a31660,547489.0,547598.0,1435,da
1473,a31661,547598.0,548240.0,1436,Bonaventura
1474,a31662,548240.0,548730.0,1437,Presti
1475,a31663,548730.0,548830.0,1438,che
1476,a31664,548830.0,548990.0,1439,tra
1477,a31665,548990.0,549260.0,1440,l'altro
1478,a31666,549260.0,549370.0,1441,era
1479,a31667,549370.0,550080.0,1442,certosino
1480,a31668,550080.0,550546.0,1443,<inspiration>
1481,a31669,550546.0,550785.0,1444,quindi
1482,a31670,550785.0,551100.0,1445,giocava
1483,a31671,551100.0,551240.0,1446,in
1484,a31672,551240.0,551700.0,1447,casa
1485,a31673,551700.0,552370.0,1448,diciamo
1486,,,,1448,<oo>
1487,a31674,552370.0,552786.0,1449,<inspiration>
1488,a31675,552786.0,553110.0,1450,diciamo
1489,a31676,553110.0,553417.0,1451,così
1490,a31677,553417.0,553684.0,1452,<inspiration>
1491,a31678,553684.0,554177.0,1453,<lp>
1492,a31679,554177.0,554249.0,1454,<tongue-click>
1493,a31680,554249.0,554499.0,1455,e
1494,a31681,554499.0,554751.0,1456,<eeh>
1495,a31682,554751.0,555107.0,1457,grazie
1496,a31683,555107.0,555140.0,1458,a
1497,a31684,555140.0,555990.0,1459,Fanzago
1498,a31685,555990.0,556250.0,1460,<inspiration>
1499,a31686,556250.0,556620.0,1461,<eeh>
1500,a31687,556620.0,556730.0,1462,la
1501,a31688,556730.0,557310.0,1463,decorazione
1502,a31689,557310.0,557410.0,1464,in
1503,a31690,557410.0,557705.0,1465,marmi
1504,a31691,557705.0,558230.0,1466,commessi
1505,a31692,558230.0,558310.0,1467,che
1506,a31693,558310.0,558980.0,1468,solitamente
1507,a31694,558980.0,559244.0,1469,veniva
1508,a31695,559244.0,559430.0,1470,dalla
1509,a31696,559430.0,559740.0,1471,scuola
1510,a31697,559740.0,560450.0,1472,fiorentina
1511,a31698,560450.0,560909.0,1473,era
1512,a31699,560909.0,561430.0,1474,un
1513,,,,1474,<nn>
1514,a31700,561430.0,561650.0,1475,<inspiration>
1515,a31701,561650.0,561990.0,1476,disegno
1516,a31702,561990.0,562290.0,1477,molto
1517,a31703,562290.0,562986.0,1478,geometrico
1518,a31704,562986.0,563234.0,1479,molto
1519,a31705,563234.0,563413.0,1480,più
1520,a31706,563413.0,564031.0,1481,regolare
1521,a31707,564031.0,564054.0,1482,in
1522,a31708,564054.0,564372.0,1483,realtà
1523,a31709,564372.0,565130.0,1484,esplode
1524,a31710,565130.0,565220.0,1485,in
1525,a31711,565220.0,565936.0,1486,decorazioni
1526,a31712,565936.0,566092.0,1487,più
1527,a31713,566092.0,566730.0,1488,ispirate
1528,a31714,566730.0,567350.0,1489,alla
1529,,,,1489,<aa>
1530,a31715,567350.0,567508.0,1490,<sp>
1531,a31716,567508.0,567720.0,1491,alla
1532,a31717,567720.0,568130.0,1492,natura
1533,a31718,568130.0,569179.0,1493,<inspiration>
1534,a31719,569179.0,569949.0,1494,oltre
1535,a31720,569949.0,570433.0,1495,<eeh>
1536,a31721,570433.0,570572.0,1496,i
1537,a31722,570572.0,571270.0,1497,marmi
1538,a31723,571270.0,571590.0,1498,noi
1539,a31724,571590.0,571660.0,1499,le
1540,a31725,571660.0,572090.0,1500,possiamo
1541,a31726,572090.0,572290.0,1501,solo
1542,a31727,572290.0,573187.0,1502,intravedere
1543,a31728,573187.0,573400.0,1503,ci
1544,a31729,573400.0,573639.0,1504,sono
1545,a31730,573639.0,573750.0,1505,le
1546,a31731,573750.0,574460.0,1506,cappelle
1547,a31732,574460.0,574950.0,1507,chiaramente
1548,a31733,574950.0,575220.0,1508,ogni
1549,a31734,575220.0,575820.0,1509,cappella
1550,a31735,575820.0,575865.0,1510,è
1551,a31736,575865.0,576322.0,1511,dedicata
1552,a31737,576322.0,576350.0,1512,a
1553,a31738,576350.0,576490.0,1513,un
1554,a31739,576490.0,577161.0,1514,santo
1555,a31740,577161.0,577410.0,1515,i
1556,a31741,577410.0,577920.0,1516,santi
1557,a31742,577920.0,578000.0,1517,che
1558,a31743,578000.0,578330.0,1518,vengono
1559,a31744,578330.0,578730.0,1519,scelti
1560,a31745,578730.0,578860.0,1520,non
1561,a31746,578860.0,579170.0,1521,sono
1562,a31747,579170.0,579787.0,1522,casuali
1563,a31748,579787.0,580151.0,1523,<sp>
1564,a31749,580151.0,580523.0,1524,e
1565,a31750,580523.0,581060.0,1525,sono
1566,,,,1525,<oo>
1567,a31751,581060.0,581580.0,1526,santi
1568,a31752,581580.0,581930.0,1527,molto
1569,a31753,581930.0,582160.0,1528,cari
1570,a31754,582160.0,582710.0,1529,all'ordine
1571,a31755,582710.0,583040.0,1530,<inspiration>
1572,a31756,583040.0,583230.0,1531,San
1573,a31757,583230.0,583770.0,1532,Martino
1574,a31758,583770.0,584230.0,1533,<lp>
1575,a31759,584230.0,584390.0,1534,a
1576,a31760,584390.0,584764.0,1535,cui
1577,a31761,584764.0,584916.0,1536,è
1578,a31762,584916.0,585340.0,1537,dedicata
1579,a31763,585340.0,585830.0,1538,ovviamente
1580,a31764,585830.0,585920.0,1539,la
1581,a31765,585920.0,586326.0,1540,certosa
1582,a31766,586326.0,586370.0,1541,è
1583,a31767,586370.0,586440.0,1542,un
1584,a31768,586440.0,586780.0,1543,santo
1585,a31769,586780.0,587560.0,1544,francese
1586,a31770,587560.0,587947.0,1545,<inspiration>
1587,a31771,587947.0,588250.0,1546,quindi
1588,a31772,588250.0,588823.0,1547,ricordiamo
1589,a31773,588823.0,589360.0,1548,l'origine
1590,a31774,589360.0,589760.0,1549,insomma
1591,a31775,589760.0,590230.0,1550,della
1592,,,,1550,<aa>
1593,a31776,590230.0,590450.0,1551,della
1594,a31777,590450.0,591120.0,1552,dinastia
1595,a31778,591120.0,591550.0,1553,<inspiration>
1596,a31779,591550.0,591730.0,1554,c'è
1597,a31780,591730.0,592040.0,1555,San
1598,a31781,592040.0,592520.0,1556,Bruno
1599,a31782,592520.0,592775.0,1557,<sp>
1600,a31783,592775.0,593550.0,1558,ovviamente
1601,a31784,593550.0,593670.0,1559,per
1602,a31785,593670.0,593750.0,1560,il
1603,a31786,593750.0,594280.0,1561,motivo
1604,a31787,594280.0,594540.0,1562,che
1605,a31788,594540.0,594590.0,1563,vi
1606,a31789,594590.0,595110.0,1564,dicevo
1607,a31790,595110.0,595540.0,1565,prima
1608,a31791,595540.0,596022.0,1566,<inspiration>
1609,a31792,596022.0,596230.0,1567,c'è
1610,a31793,596230.0,596806.0,1568,San
1611,a31794,596806.0,597020.0,1569,San
1612,a31795,597020.0,597249.0,1570,S+
1613,a31796,597249.0,597437.0,1571,San
1614,a31797,597437.0,597763.0,1572,Giovanni
1615,a31798,597763.0,598490.0,1573,Battista
1616,a31799,598490.0,598629.0,1574,<inspiration>
1617,a31800,598629.0,599630.0,1575,<lp>
1618,a31801,599630.0,600103.0,1576,che
1619,a31802,600103.0,600775.0,1577,<eeh>
1620,a31803,600775.0,600929.0,1578,è
1621,a31804,600929.0,601260.0,1579,stato
1622,a31805,601260.0,601350.0,1580,di
1623,a31806,601350.0,601685.0,1581,fatto
1624,a31807,601685.0,601879.0,1582,uno
1625,a31808,601879.0,601990.0,1583,dei
1626,a31809,601990.0,602270.0,1584,primi
1627,a31810,602270.0,602820.0,1585,eremiti
1628,a31811,602820.0,603589.0,1586,<inspiration>
1629,a31812,603589.0,604180.0,1587,quindi
1630,a31813,604180.0,604788.0,1588,<lp>
1631,a31814,604788.0,605023.0,1589,anche
1632,a31815,605023.0,605090.0,1590,in
1633,a31816,605090.0,605360.0,1591,questo
1634,a31817,605360.0,605712.0,1592,senso
1635,a31818,605712.0,605767.0,1593,è
1636,a31819,605767.0,606340.0,1594,importante
1637,a31820,606340.0,606450.0,1595,per
1638,a31821,606450.0,606860.0,1596,l'ordine
1639,a31822,606860.0,607520.0,1597,certosino
1640,a31823,607520.0,608088.0,1598,<inspiration>
1641,a31824,608088.0,609140.0,1599,<ehm>
1642,a31825,609140.0,609655.0,1600,<eeh>
1643,a31826,609655.0,610540.0,1601,l'Assunta
1644,a31827,610540.0,611157.0,1602,la
1645,,,,1602,<aa>
1646,a31828,611157.0,611415.0,1603,<sp>
1647,a31829,611415.0,611614.0,1604,la
1648,a31830,611614.0,612040.0,1605,Madonna
1649,a31831,612040.0,612080.0,1606,i
1650,a31832,612080.0,612630.0,1607,certosini
1651,a31833,612630.0,612859.0,1608,erano
1652,a31834,612859.0,613718.0,1609,molto
1653,a31835,613718.0,614870.0,1610,<eeh>
1654,a31836,614870.0,615120.0,1611,<inspiration>
1655,a31837,615120.0,615840.0,1612,devoti
1656,a31838,615840.0,616311.0,1613,<lp>
1657,a31839,616311.0,616568.0,1614,alla
1658,a31840,616568.0,616993.0,1615,figura
1659,a31841,616993.0,617600.0,1616,della
1660,,,,1616,<aa>
1661,a31842,617600.0,617843.0,1617,<inspiration>
1662,a31843,617843.0,618047.0,1618,della
1663,a31844,618047.0,618500.0,1619,Madonna
1664,a31845,618500.0,618630.0,1620,e
1665,a31846,618630.0,618780.0,1621,non
1666,a31847,618780.0,619220.0,1622,manca
1667,a31848,619220.0,619476.0,1623,proprio
1668,a31849,619476.0,619563.0,1624,la
1669,a31850,619563.0,619773.0,1625,prima
1670,a31851,619773.0,619809.0,1626,a
1671,a31852,619809.0,620410.0,1627,sinistra
1672,a31853,620410.0,620633.0,1628,<sp>
1673,a31854,620633.0,620860.0,1629,San
1674,a31855,620860.0,621305.0,1630,Gennaro
1675,a31856,621305.0,621652.0,1631,<inspiration>
1676,a31857,621652.0,621868.0,1632,che
1677,a31858,621868.0,622404.0,1633,ovviamente
1678,a31859,622404.0,622748.0,1634,essendo
1679,a31860,622748.0,622796.0,1635,il
1680,a31861,622796.0,623140.0,1636,nostro
1681,a31862,623140.0,623450.0,1637,santo
1682,a31863,623450.0,624070.0,1638,patrono
1683,a31864,624070.0,624390.0,1639,<inspiration>
1684,a31865,624390.0,624612.0,1640,non
1685,a31866,624612.0,625180.0,1641,manca
1686,a31867,625180.0,625330.0,1642,non
1687,a31868,625330.0,625740.0,1643,manca
1688,a31869,625740.0,626000.0,1644,mai
1689,a31870,626000.0,626238.0,1645,<inspiration>
1690,a31871,626238.0,626540.0,1646,potrei
1691,a31872,626540.0,626860.0,1647,farvi
1692,a31873,626860.0,627290.0,1648,tanti
1693,a31874,627290.0,627790.0,1649,nomi
1694,a31875,627790.0,627900.0,1650,<sp>
1695,a31876,627900.0,628061.0,1651,dei
1696,a31877,628061.0,628720.0,1652,pittori
1697,a31878,628720.0,628830.0,1653,che
1698,a31879,628830.0,629139.0,1654,sono
1699,a31880,629139.0,629808.0,1655,intervenuti
1700,a31881,629808.0,630260.0,1656,scelgo
1701,a31882,630260.0,630600.0,1657,proprio
1702,a31883,630600.0,631040.0,1658,uno/
1703,a31884,631040.0,631172.0,1659,ne
1704,a31885,631172.0,631238.0,1660,ho
1705,a31886,631238.0,631438.0,1661,<ehm>
1706,a31887,631438.0,631650.0,1662,uno
1707,a31888,631650.0,631750.0,1663,in
1708,a31889,631750.0,632450.0,1664,particolare
1709,a31890,632450.0,632820.0,1665,<inspiration>
1710,a31891,632820.0,633580.0,1666,l'autore
1711,a31892,633580.0,633870.0,1667,<sp>
1712,a31893,633870.0,634500.0,1668,diciamo
1713,,,,1668,<oo>
1714,a31894,634500.0,634990.0,1669,l'artista
1715,a31895,634990.0,635040.0,1670,che
1716,a31896,635040.0,635550.0,1671,interviene
1717,a31897,635550.0,635780.0,1672,nella
1718,a31898,635780.0,636220.0,1673,cappella
1719,a31899,636220.0,636310.0,1674,di
1720,a31900,636310.0,636520.0,1675,San
1721,a31901,636520.0,636950.0,1676,Gennaro
1722,a31902,636950.0,637039.0,1677,è
1723,a31903,637039.0,637640.0,1678,Battistello
1724,a31904,637640.0,638260.0,1679,Caracciolo
1725,a31905,638260.0,638644.0,1680,<inspiration>
1726,a31906,638644.0,638779.0,1681,che
1727,a31907,638779.0,638832.0,1682,è
1728,a31908,638832.0,639354.0,1683,stato
1729,a31909,639354.0,639666.0,1684,<inspiration>
1730,a31910,639666.0,641289.0,1685,<ehm>
1731,a31911,641289.0,641415.0,1686,<tongue-click>
1732,a31912,641415.0,641700.0,1687,questo
1733,a31913,641700.0,642314.0,1688,pittore
1734,a31914,642314.0,642420.0,1689,che
1735,a31915,642420.0,642633.0,1690,più
1736,a31916,642633.0,642734.0,1691,di
1737,a31917,642734.0,643250.0,1692,tutti
1738,a31918,643250.0,643390.0,1693,il
1739,a31919,643390.0,644210.0,1694,seguace
1740,a31920,644210.0,644890.0,1695,<inspiration>
1741,a31921,644890.0,645535.0,1696,l'allievo
1742,a31922,645535.0,645700.0,1697,non
1743,a31923,645700.0,646351.0,1698,ufficiale
1744,a31924,646351.0,646522.0,1699,<laugher>
1745,a31925,646522.0,646885.0,1700,<inspiration>
1746,a31926,646885.0,647127.0,1701,<eeh>
1747,a31927,647127.0,647260.0,1702,di
1748,a31928,647260.0,648084.0,1703,Caravaggio
1749,a31929,648084.0,648450.0,1704,a
1750,a31930,648450.0,648693.0,1705,<sp>
1751,a31931,648693.0,648781.0,1706,a
1752,a31932,648781.0,649380.0,1707,Napoli
1753,a31933,649380.0,649670.0,1708,<inspiration>
1754,a31934,649670.0,649930.0,1709,solo
1755,a31935,649930.0,650133.0,1710,che
1756,a31936,650133.0,650230.0,1711,a
1757,a31937,650230.0,650791.0,1712,differenza
1758,a31938,650791.0,650880.0,1713,di
1759,a31939,650880.0,651440.0,1714,Caravaggio
1760,a31940,651440.0,651470.0,1715,in
1761,a31941,651470.0,651760.0,1716,questo
1762,a31942,651760.0,652050.0,1717,caso
1763,a31943,652050.0,652200.0,1718,lui
1764,a31944,652200.0,652350.0,1719,lo
1765,a31945,652350.0,652460.0,1720,lo
1766,a31946,652460.0,652780.0,1721,vediamo
1767,a31947,652780.0,653190.0,1722,lavorare
1768,a31948,653190.0,653420.0,1723,anche
1769,a31949,653420.0,653510.0,1724,in
1770,a31950,653510.0,654070.0,1725,affresco
1771,a31951,654070.0,654360.0,1726,cosa
1772,a31952,654360.0,654576.0,1727,che
1773,a31953,654576.0,654770.0,1728,per
1774,a31954,654770.0,655088.0,1729,quanto
1775,a31955,655088.0,655159.0,1730,ne
1776,a31956,655159.0,655640.0,1731,sappiamo
1777,a31957,655640.0,656070.0,1732,insomma
1778,a31958,656070.0,656627.0,1733,<inspiration>
1779,a31959,656627.0,657340.0,1734,Caravaggio
1780,a31960,657340.0,657516.0,1735,non
1781,a31961,657516.0,658111.0,1736,utilizzò
1782,a31962,658111.0,658385.0,1737,<inspiration>
1783,a31963,658385.0,659000.0,1738,mai
1784,a31964,659000.0,659548.0,1739,<lp>
1785,a31965,659548.0,659750.0,1740,<tongue-click>
1786,a31966,659750.0,659950.0,1741,quella
1787,a31967,659950.0,660557.0,1742,tecnica
1788,a31968,660557.0,660910.0,1743,almeno
1789,a31969,660910.0,661070.0,1744,per
1790,a31970,661070.0,661380.0,1745,quanto
1791,a31971,661380.0,661475.0,1746,ne
1792,a31972,661475.0,662240.0,1747,sappiamo
1793,a31973,662240.0,662525.0,1748,<inspiration>
1794,a31974,662525.0,664142.0,1749,<ehm>
1795,a31975,664142.0,664463.0,1750,<inspiration>
1796,a31976,664463.0,664551.0,1751,<tongue-click>
1797,a31977,664551.0,664680.0,1752,ad
1798,a31978,664680.0,665140.0,1753,oggi
1799,a31979,665140.0,665370.0,1754,per
1800,a31980,665370.0,665776.0,1755,come
1801,a31981,665776.0,666059.0,1756,è
1802,a31982,666059.0,666244.0,1757,la
1803,a31983,666244.0,666767.0,1758,situazione
1804,a31984,666767.0,666910.0,1759,degli
1805,a31985,666910.0,667528.0,1760,studi
1806,a31986,667528.0,668063.0,1761,<inspiration>
1807,a31987,668063.0,668371.0,1762,<eeh>
1808,a31988,668371.0,668510.0,1763,vi
1809,a31989,668510.0,669090.0,1764,segnalo
1810,a31990,669090.0,669540.0,1765,inoltre
1811,a31991,669540.0,670180.0,1766,anche
1812,a31992,670180.0,670770.0,1767,<lp>
1813,a31993,670770.0,670868.0,1768,la
1814,a31994,670868.0,671790.0,1769,balaustrata
1815,a31995,671790.0,672383.0,1770,prima
1816,a31996,672383.0,673310.0,1771,dell'altare
1817,a31997,673310.0,673893.0,1772,dove
1818,a31998,673893.0,674048.0,1773,ci
1819,a31999,674048.0,674220.0,1774,sono
1820,a32000,674220.0,674500.0,1775,anche
1821,a32001,674500.0,674749.0,1776,degli
1822,a32002,674749.0,675510.0,1777,inserti
1823,a32003,675510.0,675960.0,1778,<lp>
1824,a32004,675960.0,676180.0,1779,in
1825,a32005,676180.0,676750.0,1780,pietre
1826,a32006,676750.0,677040.0,1781,<inspiration>
1827,a32007,677040.0,677400.0,1782,molto
1828,a32008,677400.0,677970.0,1783,pregiate
1829,a32009,677970.0,678300.0,1784,come
1830,a32010,678300.0,678358.0,1785,il
1831,a32011,678358.0,679240.0,1786,lapislazzulo
1832,a32012,679240.0,679810.0,1787,<inspiration>
1833,a32013,679810.0,679987.0,1788,<sp>
1834,a32014,679987.0,680224.0,1789,e
1835,a32015,680224.0,680482.0,1790,<sp>
1836,a32016,680482.0,680758.0,1791,alle
1837,a32017,680758.0,681490.0,1792,spalle
1838,a32018,681490.0,681959.0,1793,<lp>
1839,a32019,681959.0,682030.0,1794,<tongue-click>
1840,a32020,682030.0,682700.0,1795,l'altare
1841,a32021,682700.0,683350.0,1796,<lp>
1842,a32022,683350.0,683670.0,1797,che
1843,a32023,683670.0,684080.0,1798,<sp>
1844,a32024,684080.0,684360.0,1799,oddio
1845,a32025,684360.0,684420.0,1800,a
1846,a32026,684420.0,684990.0,1801,distanza
